id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
45414,34,Wiraswasta,235271,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,86.0,1
23515,76,Wiraswasta,142535,SMA,9,Janda,Pemuka Agama,Laki2,0.0,0.0,6.0,0
2485,27,Wiraswasta,297296,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
11190,18,Wiraswasta,130652,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,25.0,0
30521,27,Pemerintah Negara,212232,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
41580,48,Wiraswasta,349986,Sekolah Professional,15,Menikah,Spesialis,Laki2,1399986000.0,0.0,50.0,1
7355,37,Pekerja Bebas Perusahaan,99452,Pendidikan Tinggi,10,Menikah,Supir,Laki2,0.0,0.0,55.0,1
28557,34,Wiraswasta,165737,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,43.0,1
43958,42,Wiraswasta,184018,Master,14,Menikah,Sales,Laki2,0.0,0.0,45.0,1
30178,62,Pekerja Bebas Bukan Perusahan,197353,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,24360000.0,40.0,0
21839,46,Wiraswasta,114797,SMA,9,Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,36.0,0
3963,83,?,251951,SMA,9,Janda,?,Perempuan,0.0,0.0,20.0,0
20328,66,Wiraswasta,236784,Sarjana,13,Cerai,Spesialis,Perempuan,0.0,0.0,8.0,0
27259,66,Wiraswasta,134130,Sarjana,13,Janda,Servis Lainnya,Laki2,0.0,0.0,12.0,0
35707,36,Wiraswasta,104213,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
9098,25,Wiraswasta,234263,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,0
7723,24,Wiraswasta,382146,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
44226,59,Wiraswasta,97213,SMA,9,Menikah,Petani,Laki2,0.0,0.0,40.0,1
2450,46,Wiraswasta,86220,Sarjana,13,Cerai,Sales,Perempuan,0.0,0.0,40.0,0
23591,18,Wiraswasta,195372,11th,7,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,20.0,0
41324,34,Wiraswasta,256362,SMA,9,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,1
19642,25,Wiraswasta,176836,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,60.0,0
431,17,?,202521,11th,7,Belum Pernah Menikah,?,Laki2,0.0,0.0,40.0,0
42494,19,Wiraswasta,263568,10th,6,Belum Pernah Menikah,Pembersih,Laki2,8316000.0,0.0,35.0,0
9715,24,Wiraswasta,585203,Sarjana,13,Menikah,Ekesekutif Managerial,Perempuan,107632000.0,0.0,45.0,1
2004,39,Wiraswasta,192337,Sarjana,13,Berpisah,Sales,Laki2,0.0,0.0,50.0,0
45655,24,Wiraswasta,744929,SMA,9,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
16440,49,Wiraswasta,268234,10th,6,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
33417,58,Wiraswasta,49893,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,1
42391,51,Pemerintah Negara,103063,Sarjana,13,Menikah,Penjaga,Laki2,102172000.0,0.0,40.0,1
5604,23,Wiraswasta,38151,11th,7,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
1424,53,Pemerintah Provinsi,130703,SMA,9,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,0
2976,34,Wiraswasta,182177,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,46550000.0,0.0,35.0,0
15679,45,Pemerintah Lokal,188823,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,50.0,1
34006,28,Wiraswasta,197222,Pendidikan Tinggi,10,Belum Pernah Menikah,Tech-support,Perempuan,0.0,0.0,38.0,0
24515,18,Wiraswasta,168740,11th,7,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,30.0,0
39250,26,Wiraswasta,110103,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,24668000.0,40.0,0
44881,18,Wiraswasta,227529,SMA,9,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,0
17821,57,Pekerja Bebas Perusahaan,165881,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
18586,54,Wiraswasta,37289,Master,14,Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,55.0,1
43546,73,Pekerja Bebas Bukan Perusahan,30958,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,25.0,0
6671,38,Wiraswasta,393945,D4,11,Cerai,Tech-support,Perempuan,0.0,0.0,36.0,0
15267,35,Wiraswasta,207676,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,0
8641,23,Pemerintah Negara,33551,Sarjana,13,Menikah,Tech-support,Laki2,0.0,0.0,38.0,0
45589,38,Wiraswasta,27408,SMA,9,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,60.0,0
23998,55,Pemerintah Provinsi,321333,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,1
46674,50,Wiraswasta,313297,5th-6th,3,Cerai,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,0
18407,32,Wiraswasta,257043,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,42.0,0
46095,18,Wiraswasta,190776,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,30.0,0
40189,39,Wiraswasta,190987,D4,11,Cerai,Pemuka Agama,Perempuan,0.0,0.0,50.0,0
29360,73,?,123345,SMA,9,Janda,?,Perempuan,0.0,0.0,65.0,0
19492,76,?,191024,Sarjana,13,Menikah,?,Laki2,0.0,0.0,30.0,0
13644,47,Wiraswasta,191957,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,40.0,1
42689,32,Wiraswasta,399088,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,45.0,0
18479,40,Wiraswasta,115932,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,60.0,1
33715,30,Wiraswasta,215182,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
28190,18,Wiraswasta,434430,SMA,9,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,30.0,0
3356,29,Wiraswasta,129856,D4,11,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
9144,25,Wiraswasta,131463,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
18954,50,Pemerintah Negara,133014,D4,11,Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
25904,31,Pemerintah Lokal,178449,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,40.0,1
14499,28,?,196971,Sarjana,13,Belum Pernah Menikah,?,Perempuan,0.0,0.0,43.0,0
7558,38,Pekerja Bebas Perusahaan,159179,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,45.0,1
29830,55,Wiraswasta,61708,SMA,9,Menikah,Pemuka Agama,Laki2,89852000.0,0.0,50.0,1
13055,58,Wiraswasta,216941,SMA,9,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
35743,31,Wiraswasta,256680,D3,12,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
26934,24,Pemerintah Lokal,452640,Pendidikan Tinggi,10,Belum Pernah Menikah,Tech-support,Laki2,200816000.0,0.0,50.0,1
31850,54,Wiraswasta,24108,Pendidikan Tinggi,10,Berpisah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
43698,51,Wiraswasta,169785,Sarjana,13,Menikah LDR,Ekesekutif Managerial,Perempuan,0.0,0.0,60.0,1
23189,52,Pemerintah Negara,101119,11th,7,Menikah,Supir,Laki2,0.0,0.0,40.0,0
11894,44,Wiraswasta,174051,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,35.0,0
16751,64,Pekerja Bebas Bukan Perusahan,178472,9th,5,Berpisah,Supir,Laki2,0.0,0.0,45.0,0
18931,66,?,213477,7th-8th,4,Cerai,?,Laki2,0.0,0.0,10.0,0
24046,39,Wiraswasta,130620,7th-8th,4,Menikah LDR,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,0
4631,19,Wiraswasta,299050,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,20.0,0
27472,47,Pekerja Bebas Bukan Perusahan,479611,Sarjana,13,Cerai,Sales,Laki2,0.0,0.0,50.0,0
21579,28,Wiraswasta,270887,D3,12,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,65.0,0
30992,40,Pekerja Bebas Perusahaan,104235,Master,14,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,99.0,0
16380,34,Wiraswasta,118584,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
39357,33,Wiraswasta,186884,SMA,9,Menikah LDR,Pemuka Agama,Laki2,0.0,0.0,40.0,0
16487,27,Wiraswasta,205145,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
42893,32,Wiraswasta,130007,10th,6,Cerai,Sales,Perempuan,0.0,0.0,35.0,0
35337,46,Wiraswasta,105253,Master,14,Menikah,Spesialis,Laki2,0.0,27678000.0,50.0,1
16769,23,Pemerintah Negara,215443,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,15.0,0
35242,62,Wiraswasta,72886,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
11634,32,Wiraswasta,131224,SMA,9,Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
35277,29,Wiraswasta,187746,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
33679,51,Wiraswasta,145409,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,1
16760,18,?,266287,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0.0,0.0,25.0,0
32442,73,?,145748,SMA,9,Menikah,?,Laki2,0.0,0.0,8.0,0
722,29,Wiraswasta,271328,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,65100000.0,0.0,40.0,0
22165,21,?,102323,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,30.0,0
2476,21,?,219835,D4,11,Belum Pernah Menikah,?,Laki2,0.0,0.0,40.0,0
34127,21,Wiraswasta,48121,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,0
23142,65,Wiraswasta,222810,D4,11,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
10344,33,Pekerja Bebas Bukan Perusahan,249249,5th-6th,3,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,1
4196,76,Pekerja Bebas Perusahaan,120796,9th,5,Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
37631,26,Pekerja Bebas Bukan Perusahan,109162,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,25.0,0
2839,38,Wiraswasta,103751,9th,5,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
8552,42,Wiraswasta,213464,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
11330,52,Wiraswasta,99682,Pendidikan Tinggi,10,Menikah,Sales,Perempuan,0.0,0.0,52.0,1
31178,64,?,208862,SMA,9,Menikah,?,Laki2,0.0,0.0,50.0,1
5360,19,Pemerintah Lokal,169853,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
2242,51,Wiraswasta,204322,D4,11,Menikah,Pembersih,Laki2,0.0,0.0,40.0,1
13582,26,Wiraswasta,98155,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
30442,22,Wiraswasta,232985,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,20.0,0
26560,74,Pekerja Bebas Perusahaan,167537,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,35.0,1
44320,59,Pekerja Bebas Perusahaan,170993,Sekolah Professional,15,Cerai,Spesialis,Laki2,189700000.0,0.0,40.0,1
18919,46,Pemerintah Negara,314770,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,48.0,0
23810,43,Pemerintah Lokal,227734,D4,11,Menikah,Supir,Laki2,0.0,0.0,22.0,0
18340,53,Wiraswasta,158352,5th-6th,3,Menikah,Servis Lainnya,Perempuan,0.0,0.0,24.0,0
31134,18,Wiraswasta,56613,Pendidikan Tinggi,10,Belum Pernah Menikah,Penjaga,Perempuan,0.0,0.0,20.0,0
12479,56,Pemerintah Negara,466498,D4,11,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,60.0,1
25880,38,Wiraswasta,175232,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,48.0,0
12744,60,Wiraswasta,243829,Master,14,Cerai,Spesialis,Perempuan,0.0,0.0,50.0,0
7295,21,Wiraswasta,174714,D3,12,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,35.0,0
7435,27,Wiraswasta,107218,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
8373,45,Pekerja Bebas Bukan Perusahan,192203,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,20790000.0,40.0,1
47492,18,Wiraswasta,157193,12th,8,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,30.0,0
39727,75,Wiraswasta,148214,SMA,9,Janda,Pemuka Agama,Perempuan,0.0,0.0,25.0,0
8842,29,Wiraswasta,256671,SMA,9,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
28654,31,Wiraswasta,63437,SMA,9,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,40.0,0
39229,30,Wiraswasta,111567,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,48.0,0
1744,43,Pekerja Bebas Bukan Perusahan,193459,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,60.0,0
24691,46,Wiraswasta,117059,D4,11,Menikah,Supir,Laki2,0.0,0.0,60.0,0
45622,19,Wiraswasta,199495,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,0
15726,37,Wiraswasta,125933,D3,12,Menikah,Ekesekutif Managerial,Laki2,107632000.0,0.0,50.0,1
17347,48,?,167381,SMA,9,Janda,?,Perempuan,0.0,0.0,25.0,0
16385,25,Wiraswasta,192273,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
10005,51,Wiraswasta,124963,D3,12,Menikah,Sales,Laki2,0.0,0.0,50.0,0
28942,37,Wiraswasta,289886,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,30.0,0
7932,29,Wiraswasta,130620,Pendidikan Tinggi,10,Menikah LDR,Sales,Perempuan,0.0,0.0,26.0,0
11014,32,Pemerintah Lokal,42596,Sarjana,13,Cerai,Spesialis,Laki2,0.0,0.0,40.0,0
46603,71,Pekerja Bebas Bukan Perusahan,139889,11th,7,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,75.0,1
8099,32,Wiraswasta,259719,Pendidikan Tinggi,10,Cerai,Pembersih,Laki2,0.0,0.0,40.0,0
25554,51,Wiraswasta,289572,Sarjana,13,Menikah,Sales,Laki2,107632000.0,0.0,50.0,1
47950,29,Wiraswasta,145490,11th,7,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
43294,47,Wiraswasta,135246,11th,7,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
26814,35,Pemerintah Negara,190895,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
38497,32,Wiraswasta,179415,10th,6,Menikah,Pembersih,Laki2,0.0,0.0,40.0,0
36242,43,Wiraswasta,170230,SMA,9,Berpisah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
3876,61,Wiraswasta,147845,7th-8th,4,Menikah,Supir,Laki2,0.0,0.0,31.0,0
26224,21,Pemerintah Lokal,218445,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
41158,80,Pekerja Bebas Perusahaan,164909,Master,14,Menikah,Ekesekutif Managerial,Laki2,1399986000.0,0.0,54.0,1
37089,28,Wiraswasta,113866,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
19700,54,Wiraswasta,183248,SMA,9,Cerai,Supir,Laki2,0.0,0.0,40.0,0
19,43,Pekerja Bebas Bukan Perusahan,292175,Master,14,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,45.0,1
36598,42,Wiraswasta,144056,D4,11,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,1
47003,27,Pemerintah Lokal,190330,D4,11,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
42588,40,Wiraswasta,383300,SMA,9,Menikah,Pembersih,Laki2,0.0,0.0,40.0,0
7366,19,Wiraswasta,104830,7th-8th,4,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,25.0,0
16438,59,Pekerja Bebas Bukan Perusahan,140957,D4,11,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,35.0,1
16578,48,Pemerintah Lokal,121622,Master,14,Belum Pernah Menikah,Spesialis,Perempuan,0.0,19320000.0,40.0,0
38878,32,Wiraswasta,26543,Pendidikan Tinggi,10,Berpisah,Spesialis,Laki2,0.0,31234000.0,40.0,1
23538,50,?,194186,SMA,9,Menikah,?,Laki2,0.0,0.0,60.0,0
744,17,Wiraswasta,316929,12th,8,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,20.0,0
23350,34,Wiraswasta,144798,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
35321,46,Wiraswasta,114222,D4,11,Cerai,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
7482,59,Wiraswasta,192983,SMA,9,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
29825,25,Wiraswasta,230292,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
20242,48,Wiraswasta,212120,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,1
5137,49,Pekerja Bebas Perusahaan,158685,SMA,9,Menikah,Pemuka Agama,Perempuan,0.0,33278000.0,40.0,1
18808,45,Wiraswasta,293691,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,22260000.0,40.0,0
892,28,Wiraswasta,164170,D4,11,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
13094,34,Wiraswasta,734193,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,50.0,0
25892,26,Wiraswasta,289700,Pendidikan Tinggi,10,Menikah,Servis Lainnya,Laki2,0.0,0.0,25.0,0
130,28,Wiraswasta,69621,D3,12,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,60.0,0
24891,55,Pemerintah Negara,117357,Doktor,16,Menikah,Spesialis,Laki2,0.0,0.0,70.0,1
38726,23,Wiraswasta,232799,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,41678000.0,0.0,55.0,0
36786,54,Wiraswasta,351760,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,35.0,0
29758,39,Pekerja Bebas Bukan Perusahan,194004,SMA,9,Menikah,Sales,Laki2,0.0,0.0,70.0,0
23205,29,Pemerintah Negara,240738,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,1
15982,44,Wiraswasta,205706,SMA,9,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
3487,44,Wiraswasta,54507,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,0
18914,54,Pemerintah Lokal,129972,D4,11,Menikah,Penjaga,Laki2,0.0,0.0,38.0,1
27331,61,?,42938,Sarjana,13,Belum Pernah Menikah,?,Laki2,0.0,0.0,7.0,1
16431,31,Wiraswasta,118149,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
34426,51,?,243631,SMA,9,Menikah,?,Laki2,29470000.0,0.0,20.0,0
8964,22,Wiraswasta,199266,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,30.0,0
29539,49,Wiraswasta,149210,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,0
35872,43,Pekerja Bebas Bukan Perusahan,95246,Sekolah Professional,15,Menikah,Spesialis,Perempuan,0.0,0.0,5.0,1
46397,45,Wiraswasta,175600,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,60.0,0
30226,25,Wiraswasta,252752,Pendidikan Tinggi,10,Belum Pernah Menikah,Supir,Perempuan,0.0,0.0,45.0,0
28899,35,Wiraswasta,206951,Master,14,Menikah,Sales,Laki2,0.0,0.0,40.0,1
4359,22,Wiraswasta,195532,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,120596000.0,0.0,40.0,1
11378,20,Wiraswasta,102607,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,30.0,0
44944,40,Pekerja Bebas Bukan Perusahan,220821,7th-8th,4,Menikah,Petani,Laki2,0.0,0.0,72.0,0
38861,28,Pemerintah Lokal,299249,SMA,9,Cerai,Penjaga,Perempuan,0.0,0.0,40.0,0
16441,26,Wiraswasta,485117,D3,12,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
33977,19,Pemerintah Lokal,43921,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
41221,38,Pekerja Bebas Bukan Perusahan,85492,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,50.0,0
180,44,Pemerintah Lokal,181344,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,38.0,1
23994,43,Wiraswasta,184321,10th,6,Menikah,Mesin Inspeksi,Laki2,0.0,26418000.0,40.0,1
1265,31,Wiraswasta,163594,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,45.0,0
23259,29,Pekerja Bebas Bukan Perusahan,96718,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,37.0,0
23289,17,Wiraswasta,98675,9th,5,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,20.0,0
44654,40,Pemerintah Lokal,104235,Sarjana,13,Menikah,Spesialis,Laki2,0.0,28714000.0,30.0,0
37232,25,Wiraswasta,344804,5th-6th,3,Menikah LDR,Pembersih,Laki2,0.0,0.0,40.0,0
42790,46,Wiraswasta,230806,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
47389,41,Pemerintah Provinsi,260761,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
4957,25,Wiraswasta,108779,Master,14,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
36434,55,Wiraswasta,497039,Pendidikan Tinggi,10,Cerai,Tech-support,Perempuan,0.0,0.0,56.0,0
25418,39,Wiraswasta,120074,SMA,9,Cerai,Pembersih,Laki2,0.0,0.0,40.0,0
24144,41,Wiraswasta,159549,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,40.0,0
34726,39,Wiraswasta,186934,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,38.0,0
46707,48,Wiraswasta,194526,Pendidikan Tinggi,10,Menikah,Sales,Perempuan,0.0,0.0,40.0,0
16198,70,Wiraswasta,278139,SMA,9,Menikah,Sales,Laki2,48048000.0,0.0,40.0,0
10405,28,Wiraswasta,109282,Pendidikan Tinggi,10,Cerai,Spesialis,Laki2,0.0,0.0,40.0,0
1201,30,Pemerintah Lokal,235271,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,50.0,1
9562,32,Wiraswasta,324386,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
6421,30,Wiraswasta,177216,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,24360000.0,40.0,0
45317,51,Wiraswasta,105788,5th-6th,3,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
8175,28,Wiraswasta,249571,SMA,9,Menikah,Sales,Laki2,0.0,0.0,40.0,0
1829,45,Wiraswasta,191914,SMA,9,Cerai,Supir,Perempuan,0.0,0.0,55.0,0
26429,45,Wiraswasta,20534,Pendidikan Tinggi,10,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,84.0,1
46887,35,Pekerja Bebas Bukan Perusahan,187589,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,7.0,0
29891,40,Wiraswasta,247469,Doktor,16,Menikah,Spesialis,Perempuan,0.0,0.0,30.0,1
44179,51,Pemerintah Lokal,164300,SMA,9,Berpisah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
15379,28,Wiraswasta,77760,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
24263,27,Wiraswasta,56658,SMA,9,Menikah,Pembersih,Laki2,0.0,0.0,8.0,0
13968,22,Wiraswasta,72310,11th,7,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,65.0,0
46834,32,Wiraswasta,70377,Sekolah Professional,15,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,0
19876,30,Wiraswasta,312667,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
31588,28,Wiraswasta,142712,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,1
16513,75,Pekerja Bebas Bukan Perusahan,218521,Pendidikan Tinggi,10,Menikah LDR,Perbaikan Kerajinan,Laki2,0.0,0.0,30.0,0
24300,41,Pemerintah Negara,283917,D4,11,Menikah,Spesialis,Laki2,0.0,0.0,35.0,1
12672,24,Wiraswasta,162593,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
12098,35,?,120074,SMA,9,Menikah,?,Laki2,0.0,0.0,30.0,0
10081,25,Wiraswasta,120238,SMA,9,Menikah,Sales,Laki2,0.0,0.0,40.0,0
42677,32,Wiraswasta,296466,D4,11,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,1
4248,51,Wiraswasta,302146,11th,7,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
